post_id,category,post_text,timestamp
1150,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-02-17 21:00:00
1151,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-02-17 22:00:00
1152,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-02-17 23:00:00
1153,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-02-18 00:00:00
1154,Phishing,"New exploit found in Windows 11, selling access.",2024-02-18 01:00:00
1155,Trojan Deployment,Best anonymous VPN for dark web access?,2024-02-18 02:00:00
1156,Ransomware,Best anonymous VPN for dark web access?,2024-02-18 03:00:00
1157,Anonymity Services,Selling high-quality ransomware with encryption.,2024-02-18 04:00:00
1158,Anonymity Services,Selling high-quality ransomware with encryption.,2024-02-18 05:00:00
1159,Carding,Anyone interested in malware development? I have samples.,2024-02-18 06:00:00
1160,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-02-18 07:00:00
1161,Anonymity Services,Best anonymous VPN for dark web access?,2024-02-18 08:00:00
1162,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-02-18 09:00:00
1163,Anonymity Services,Selling high-quality ransomware with encryption.,2024-02-18 10:00:00
1164,Anonymity Services,Best anonymous VPN for dark web access?,2024-02-18 11:00:00
1165,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-02-18 12:00:00
1166,Exploit Kits,Looking for botnet rental services. Need advice?,2024-02-18 13:00:00
1167,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-02-18 14:00:00
1168,Stolen Credentials,Zero-day exploits available for purchase.,2024-02-18 15:00:00
1169,Hacking Tools,Zero-day exploits available for purchase.,2024-02-18 16:00:00
1170,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-02-18 17:00:00
1171,Phishing,Looking for buyers of stolen PayPal credentials.,2024-02-18 18:00:00
1172,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-02-18 19:00:00
1173,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-02-18 20:00:00
1174,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-02-18 21:00:00
1175,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-02-18 22:00:00
1176,Data Leaks,Selling high-quality ransomware with encryption.,2024-02-18 23:00:00
1177,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-02-19 00:00:00
1178,Ransomware,Best anonymous VPN for dark web access?,2024-02-19 01:00:00
1179,Anonymity Services,Zero-day exploits available for purchase.,2024-02-19 02:00:00
1180,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-02-19 03:00:00
1181,Exploit Kits,Selling high-quality ransomware with encryption.,2024-02-19 04:00:00
1182,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-02-19 05:00:00
1183,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-02-19 06:00:00
1184,Data Leaks,Zero-day exploits available for purchase.,2024-02-19 07:00:00
1185,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-02-19 08:00:00
1186,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-02-19 09:00:00
1187,Carding,"Dump of 10,000 stolen emails available.",2024-02-19 10:00:00
1188,Hacking Tools,Best anonymous VPN for dark web access?,2024-02-19 11:00:00
1189,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-02-19 12:00:00
1190,Phishing,Selling high-quality ransomware with encryption.,2024-02-19 13:00:00
1191,Carding,Best anonymous VPN for dark web access?,2024-02-19 14:00:00
1192,Data Leaks,Looking for botnet rental services. Need advice?,2024-02-19 15:00:00
1193,Phishing,Zero-day exploits available for purchase.,2024-02-19 16:00:00
1194,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-02-19 17:00:00
1195,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-02-19 18:00:00
1196,Anonymity Services,Zero-day exploits available for purchase.,2024-02-19 19:00:00
1197,Data Leaks,"New exploit found in Windows 11, selling access.",2024-02-19 20:00:00
1198,Ransomware,Looking for botnet rental services. Need advice?,2024-02-19 21:00:00
1199,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-02-19 22:00:00
1200,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-02-19 23:00:00
1201,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-02-20 00:00:00
1202,Phishing,Anyone interested in malware development? I have samples.,2024-02-20 01:00:00
1203,Carding,Selling high-quality ransomware with encryption.,2024-02-20 02:00:00
1204,Hacking Tools,Selling high-quality ransomware with encryption.,2024-02-20 03:00:00
1205,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-02-20 04:00:00
1206,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-02-20 05:00:00
1207,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-02-20 06:00:00
1208,Hacking Tools,Best anonymous VPN for dark web access?,2024-02-20 07:00:00
1209,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-02-20 08:00:00
1210,Carding,Best anonymous VPN for dark web access?,2024-02-20 09:00:00
1211,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-02-20 10:00:00
1212,Phishing,Exclusive forum for hackers—invites only!,2024-02-20 11:00:00
1213,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-02-20 12:00:00
1214,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-02-20 13:00:00
1215,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-02-20 14:00:00
1216,Phishing,"New exploit found in Windows 11, selling access.",2024-02-20 15:00:00
1217,Carding,Exclusive forum for hackers—invites only!,2024-02-20 16:00:00
1218,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-02-20 17:00:00
1219,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-02-20 18:00:00
1220,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-02-20 19:00:00
1221,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-02-20 20:00:00
1222,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-02-20 21:00:00
1223,Phishing,"New exploit found in Windows 11, selling access.",2024-02-20 22:00:00
1224,Data Leaks,"Dump of 10,000 stolen emails available.",2024-02-20 23:00:00
1225,Ransomware,Looking for botnet rental services. Need advice?,2024-02-21 00:00:00
1226,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-02-21 01:00:00
1227,Stolen Credentials,Zero-day exploits available for purchase.,2024-02-21 02:00:00
1228,Ransomware,Anyone interested in malware development? I have samples.,2024-02-21 03:00:00
1229,Carding,"New exploit found in Windows 11, selling access.",2024-02-21 04:00:00
1230,Stolen Credentials,Best anonymous VPN for dark web access?,2024-02-21 05:00:00
1231,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-02-21 06:00:00
1232,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-02-21 07:00:00
1233,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-02-21 08:00:00
1234,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-02-21 09:00:00
1235,Carding,Anyone interested in malware development? I have samples.,2024-02-21 10:00:00
1236,Data Leaks,"Dump of 10,000 stolen emails available.",2024-02-21 11:00:00
1237,Anonymity Services,Looking for botnet rental services. Need advice?,2024-02-21 12:00:00
1238,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-02-21 13:00:00
1239,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-02-21 14:00:00
1240,Ransomware,Exclusive forum for hackers—invites only!,2024-02-21 15:00:00
1241,Phishing,"New exploit found in Windows 11, selling access.",2024-02-21 16:00:00
1242,Ransomware,Looking for botnet rental services. Need advice?,2024-02-21 17:00:00
1243,Anonymity Services,Looking for botnet rental services. Need advice?,2024-02-21 18:00:00
1244,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-02-21 19:00:00
1245,Carding,Looking for botnet rental services. Need advice?,2024-02-21 20:00:00
1246,Anonymity Services,Selling high-quality ransomware with encryption.,2024-02-21 21:00:00
1247,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-02-21 22:00:00
1248,Hacking Tools,Selling high-quality ransomware with encryption.,2024-02-21 23:00:00
1249,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-02-22 00:00:00
1250,Anonymity Services,Selling high-quality ransomware with encryption.,2024-02-22 01:00:00
1251,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-02-22 02:00:00
1252,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-02-22 03:00:00
1253,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-02-22 04:00:00
1254,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-02-22 05:00:00
1255,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-02-22 06:00:00
1256,Hacking Tools,Anyone interested in malware development? I have samples.,2024-02-22 07:00:00
1257,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-02-22 08:00:00
1258,Phishing,Anyone interested in malware development? I have samples.,2024-02-22 09:00:00
1259,Ransomware,Best anonymous VPN for dark web access?,2024-02-22 10:00:00
1260,Data Leaks,"New exploit found in Windows 11, selling access.",2024-02-22 11:00:00
1261,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-02-22 12:00:00
1262,Phishing,"New exploit found in Windows 11, selling access.",2024-02-22 13:00:00
1263,Exploit Kits,Anyone interested in malware development? I have samples.,2024-02-22 14:00:00
1264,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-02-22 15:00:00
1265,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-02-22 16:00:00
1266,Anonymity Services,Selling high-quality ransomware with encryption.,2024-02-22 17:00:00
1267,Data Leaks,Looking for botnet rental services. Need advice?,2024-02-22 18:00:00
1268,Anonymity Services,Zero-day exploits available for purchase.,2024-02-22 19:00:00
1269,Phishing,Anyone interested in malware development? I have samples.,2024-02-22 20:00:00
1270,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-02-22 21:00:00
1271,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-02-22 22:00:00
1272,Exploit Kits,Exclusive forum for hackers—invites only!,2024-02-22 23:00:00
1273,Hacking Tools,Looking for botnet rental services. Need advice?,2024-02-23 00:00:00
1274,Phishing,"Dump of 10,000 stolen emails available.",2024-02-23 01:00:00
1275,Exploit Kits,Best anonymous VPN for dark web access?,2024-02-23 02:00:00
1276,Data Leaks,Exclusive forum for hackers—invites only!,2024-02-23 03:00:00
1277,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-02-23 04:00:00
1278,Data Leaks,"New exploit found in Windows 11, selling access.",2024-02-23 05:00:00
1279,Hacking Tools,Selling high-quality ransomware with encryption.,2024-02-23 06:00:00
1280,Phishing,"New exploit found in Windows 11, selling access.",2024-02-23 07:00:00
1281,Hacking Tools,Looking for botnet rental services. Need advice?,2024-02-23 08:00:00
1282,Anonymity Services,Looking for botnet rental services. Need advice?,2024-02-23 09:00:00
1283,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-02-23 10:00:00
1284,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-02-23 11:00:00
1285,Data Leaks,Anyone interested in malware development? I have samples.,2024-02-23 12:00:00
1286,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-02-23 13:00:00
1287,Phishing,Looking for buyers of stolen PayPal credentials.,2024-02-23 14:00:00
1288,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-02-23 15:00:00
1289,Carding,Best anonymous VPN for dark web access?,2024-02-23 16:00:00
1290,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-02-23 17:00:00
1291,Data Leaks,Zero-day exploits available for purchase.,2024-02-23 18:00:00
1292,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-02-23 19:00:00
1293,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-02-23 20:00:00
1294,Hacking Tools,Anyone interested in malware development? I have samples.,2024-02-23 21:00:00
1295,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-02-23 22:00:00
1296,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-02-23 23:00:00
1297,Phishing,Zero-day exploits available for purchase.,2024-02-24 00:00:00
1298,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-02-24 01:00:00
1299,Ransomware,Looking for botnet rental services. Need advice?,2024-02-24 02:00:00
1300,Data Leaks,Exclusive forum for hackers—invites only!,2024-02-24 03:00:00
1301,Stolen Credentials,Best anonymous VPN for dark web access?,2024-02-24 04:00:00
1302,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-02-24 05:00:00
1303,Carding,Anyone interested in malware development? I have samples.,2024-02-24 06:00:00
1304,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-02-24 07:00:00
1305,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-02-24 08:00:00
1306,Ransomware,Anyone interested in malware development? I have samples.,2024-02-24 09:00:00
1307,Anonymity Services,Anyone interested in malware development? I have samples.,2024-02-24 10:00:00
1308,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-02-24 11:00:00
1309,Exploit Kits,Anyone interested in malware development? I have samples.,2024-02-24 12:00:00
1310,Exploit Kits,Selling high-quality ransomware with encryption.,2024-02-24 13:00:00
1311,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-02-24 14:00:00
1312,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-02-24 15:00:00
1313,Phishing,Looking for buyers of stolen PayPal credentials.,2024-02-24 16:00:00
1314,Hacking Tools,Best anonymous VPN for dark web access?,2024-02-24 17:00:00
1315,Exploit Kits,Selling high-quality ransomware with encryption.,2024-02-24 18:00:00
1316,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-02-24 19:00:00
